source_skill_id,target_skill_id,relationship_type
SK0256,SK0156,Prerequisite
SK0074,SK0276,Alternative
SK0171,SK0210,Advanced
SK0143,SK0057,Prerequisite
SK0166,SK0185,Advanced
SK0261,SK0054,Related
SK0221,SK0209,Alternative
SK0083,SK0293,Advanced
SK0182,SK0252,Alternative
SK0010,SK0112,Alternative
SK0004,SK0006,Advanced
SK0292,SK0191,Related
SK0281,SK0279,Alternative
SK0215,SK0013,Advanced
SK0098,SK0044,Related
SK0101,SK0105,Advanced
SK0009,SK0160,Related
SK0061,SK0154,Alternative
SK0146,SK0242,Prerequisite
SK0063,SK0181,Advanced
SK0121,SK0014,Alternative
SK0226,SK0180,Advanced
SK0105,SK0292,Advanced
SK0260,SK0264,Related
SK0255,SK0168,Advanced
SK0207,SK0214,Related
SK0028,SK0150,Alternative
SK0170,SK0016,Advanced
SK0076,SK0091,Alternative
SK0069,SK0253,Alternative
SK0234,SK0060,Advanced
SK0001,SK0266,Prerequisite
SK0167,SK0031,Related
SK0218,SK0021,Prerequisite
SK0273,SK0219,Advanced
SK0251,SK0081,Advanced
SK0174,SK0289,Alternative
SK0170,SK0031,Related
SK0246,SK0234,Advanced
SK0090,SK0036,Advanced
SK0049,SK0132,Related
SK0294,SK0132,Related
SK0150,SK0009,Alternative
SK0132,SK0030,Prerequisite
SK0059,SK0115,Related
SK0199,SK0004,Advanced
SK0215,SK0237,Related
SK0049,SK0023,Advanced
SK0232,SK0016,Alternative
SK0247,SK0022,Prerequisite
SK0239,SK0072,Alternative
SK0168,SK0230,Related
SK0048,SK0107,Advanced
SK0051,SK0208,Related
SK0299,SK0208,Related
SK0098,SK0263,Related
SK0216,SK0051,Related
SK0177,SK0065,Prerequisite
SK0080,SK0265,Advanced
SK0185,SK0175,Related
SK0027,SK0152,Advanced
SK0195,SK0266,Prerequisite
SK0214,SK0163,Advanced
SK0114,SK0238,Advanced
SK0242,SK0199,Prerequisite
SK0124,SK0016,Related
SK0076,SK0296,Advanced
SK0196,SK0276,Alternative
SK0044,SK0239,Advanced
SK0186,SK0069,Related
SK0246,SK0006,Alternative
SK0084,SK0220,Related
SK0207,SK0254,Advanced
SK0151,SK0295,Prerequisite
SK0156,SK0107,Related
SK0016,SK0295,Related
SK0165,SK0118,Prerequisite
SK0145,SK0168,Advanced
SK0037,SK0251,Related
SK0045,SK0082,Advanced
SK0206,SK0054,Advanced
SK0062,SK0240,Advanced
SK0019,SK0012,Prerequisite
SK0300,SK0209,Advanced
SK0007,SK0165,Advanced
SK0249,SK0294,Alternative
SK0117,SK0007,Alternative
SK0068,SK0078,Alternative
SK0034,SK0065,Related
SK0194,SK0102,Related
SK0055,SK0300,Alternative
SK0266,SK0287,Prerequisite
SK0297,SK0077,Alternative
SK0231,SK0048,Related
SK0010,SK0255,Related
SK0128,SK0082,Prerequisite
SK0179,SK0209,Advanced
SK0193,SK0209,Prerequisite
SK0092,SK0084,Advanced
SK0231,SK0010,Related
SK0078,SK0029,Related
SK0085,SK0116,Alternative
SK0030,SK0269,Related
SK0213,SK0047,Advanced
SK0049,SK0091,Prerequisite
SK0265,SK0053,Alternative
SK0145,SK0218,Advanced
SK0069,SK0077,Prerequisite
SK0058,SK0204,Prerequisite
SK0185,SK0044,Prerequisite
SK0062,SK0156,Related
SK0296,SK0002,Prerequisite
SK0166,SK0057,Related
SK0171,SK0290,Prerequisite
SK0063,SK0058,Prerequisite
SK0147,SK0254,Related
SK0161,SK0180,Related
SK0141,SK0157,Advanced
SK0097,SK0035,Prerequisite
SK0221,SK0075,Related
SK0043,SK0289,Advanced
SK0292,SK0075,Advanced
SK0108,SK0078,Related
SK0266,SK0255,Prerequisite
SK0095,SK0265,Advanced
SK0262,SK0067,Prerequisite
SK0071,SK0221,Prerequisite
SK0219,SK0164,Advanced
SK0021,SK0220,Related
SK0092,SK0172,Prerequisite
SK0127,SK0254,Alternative
SK0080,SK0210,Related
SK0238,SK0188,Advanced
SK0182,SK0191,Alternative
SK0025,SK0215,Prerequisite
SK0156,SK0086,Related
SK0120,SK0296,Related
SK0277,SK0019,Prerequisite
SK0018,SK0047,Related
SK0198,SK0065,Alternative
SK0057,SK0146,Related
SK0093,SK0286,Advanced
SK0019,SK0066,Advanced
SK0193,SK0005,Alternative
SK0237,SK0093,Related
SK0277,SK0094,Alternative
SK0227,SK0106,Related
SK0233,SK0133,Prerequisite
SK0040,SK0079,Advanced
SK0153,SK0212,Prerequisite
SK0127,SK0008,Related
SK0237,SK0159,Prerequisite
SK0055,SK0268,Alternative
SK0172,SK0149,Alternative
SK0109,SK0091,Related
SK0184,SK0236,Advanced
SK0198,SK0289,Alternative
SK0087,SK0168,Advanced
SK0201,SK0193,Related
SK0275,SK0187,Advanced
SK0211,SK0271,Related
SK0118,SK0114,Prerequisite
SK0191,SK0011,Related
SK0042,SK0055,Prerequisite
SK0042,SK0258,Related
SK0276,SK0065,Alternative
SK0017,SK0172,Alternative
SK0258,SK0150,Related
SK0063,SK0146,Related
SK0062,SK0209,Related
SK0100,SK0286,Advanced
SK0019,SK0010,Alternative
SK0017,SK0227,Related
SK0246,SK0186,Advanced
SK0251,SK0062,Related
SK0081,SK0085,Prerequisite
SK0039,SK0134,Related
SK0036,SK0297,Prerequisite
SK0197,SK0171,Advanced
SK0158,SK0213,Advanced
SK0204,SK0018,Alternative
SK0196,SK0060,Related
SK0216,SK0088,Advanced
SK0285,SK0027,Alternative
SK0196,SK0068,Related
SK0152,SK0278,Advanced
SK0014,SK0040,Prerequisite
SK0146,SK0109,Advanced
SK0057,SK0074,Prerequisite
SK0211,SK0066,Alternative
SK0268,SK0168,Alternative
SK0210,SK0262,Related
SK0017,SK0274,Related
SK0286,SK0237,Related
SK0203,SK0215,Alternative
SK0099,SK0286,Prerequisite
SK0279,SK0149,Related
SK0209,SK0107,Related
SK0129,SK0141,Alternative
SK0288,SK0076,Prerequisite
SK0252,SK0009,Advanced
SK0265,SK0196,Related
SK0271,SK0295,Advanced
SK0188,SK0280,Advanced
SK0214,SK0118,Related
SK0283,SK0290,Alternative
SK0211,SK0061,Related
SK0076,SK0051,Prerequisite
SK0148,SK0052,Prerequisite
SK0213,SK0122,Related
SK0109,SK0167,Advanced
SK0129,SK0008,Prerequisite
SK0010,SK0045,Prerequisite
SK0047,SK0245,Related
SK0096,SK0284,Related
SK0103,SK0107,Alternative
SK0146,SK0027,Related
SK0027,SK0193,Related
SK0220,SK0062,Prerequisite
SK0018,SK0062,Prerequisite
SK0167,SK0282,Prerequisite
SK0082,SK0121,Advanced
SK0072,SK0280,Prerequisite
SK0254,SK0039,Prerequisite
SK0162,SK0277,Related
SK0038,SK0094,Alternative
SK0201,SK0115,Prerequisite
SK0200,SK0176,Alternative
SK0255,SK0121,Prerequisite
SK0179,SK0013,Prerequisite
SK0035,SK0163,Alternative
SK0082,SK0275,Related
SK0220,SK0176,Prerequisite
SK0158,SK0173,Alternative
SK0004,SK0275,Prerequisite
SK0167,SK0064,Advanced
SK0204,SK0101,Advanced
SK0194,SK0066,Advanced
SK0235,SK0045,Advanced
SK0206,SK0087,Related
SK0150,SK0067,Advanced
SK0159,SK0259,Alternative
SK0279,SK0205,Prerequisite
SK0166,SK0178,Alternative
SK0068,SK0280,Advanced
SK0088,SK0017,Related
SK0217,SK0296,Advanced
SK0001,SK0202,Advanced
SK0135,SK0172,Related
SK0185,SK0262,Related
SK0140,SK0194,Related
SK0106,SK0149,Related
SK0133,SK0035,Related
SK0108,SK0029,Related
SK0178,SK0263,Prerequisite
SK0298,SK0221,Advanced
SK0146,SK0053,Advanced
SK0074,SK0279,Related
SK0108,SK0076,Alternative
SK0122,SK0176,Related
SK0017,SK0010,Prerequisite
SK0196,SK0117,Alternative
SK0297,SK0280,Prerequisite
SK0252,SK0218,Alternative
SK0119,SK0175,Alternative
SK0162,SK0234,Related
SK0198,SK0252,Prerequisite
SK0045,SK0295,Alternative
SK0179,SK0006,Prerequisite
SK0044,SK0021,Related
SK0078,SK0036,Related
SK0178,SK0233,Related
SK0003,SK0216,Advanced
SK0214,SK0206,Alternative
SK0074,SK0044,Advanced
SK0051,SK0091,Related
SK0067,SK0093,Alternative
SK0093,SK0083,Alternative
SK0176,SK0282,Prerequisite
SK0145,SK0021,Related
