job_title,date,open_positions,average_market_salary
Music tutor,2024-10-06,4404,126997.91
Translator,2025-11-13,1434,111660.54
Dance movement psychotherapist,2024-09-03,2569,133870.1
Personal assistant,2026-03-15,1523,137821.09
Arts development officer,2026-05-06,930,139055.82
Freight forwarder,2024-09-21,3257,104857.85
Gaffer,2025-01-13,351,171585.51
"Administrator, charities/voluntary organisations",2026-03-31,1794,170691.96
"Surveyor, minerals",2024-11-18,3920,181536.01
Financial controller,2024-12-31,2591,63746.27
Land,2025-03-13,3054,98470.27
Lawyer,2025-01-24,1092,172751.22
Company secretary,2024-08-05,3650,84354.92
"Engineer, site",2024-08-28,3239,110286.13
Publishing rights manager,2025-06-18,4361,142664.69
"Horticulturist, commercial",2024-11-26,4946,171943.04
"Social research officer, government",2024-11-16,2349,160184.62
"Designer, blown glass/stained glass",2025-06-02,1753,61286.91
Curator,2025-01-08,2110,145059.49
Communications engineer,2025-11-10,3142,98056.51
Cartographer,2026-06-10,672,112437.82
Mental health nurse,2024-08-24,2611,53970.49
Health physicist,2026-06-10,656,79789.44
IT consultant,2025-04-25,1540,181924.9
Corporate investment banker,2025-10-18,2033,147309.33
"Designer, graphic",2025-08-20,1306,84762.82
Product/process development scientist,2026-07-27,3651,191731.33
Sports therapist,2025-08-13,2880,179981.03
Toxicologist,2026-05-25,1821,53394.68
Financial adviser,2026-02-08,4194,122704.44
Regulatory affairs officer,2026-03-23,460,108691.9
Fitness centre manager,2025-01-06,1870,147937.3
Chief Financial Officer,2025-03-11,4913,149678.11
Pension scheme manager,2026-03-02,3541,155457.21
"Psychotherapist, dance movement",2025-10-24,3161,174669.99
"Engineer, manufacturing systems",2025-03-10,3643,82056.2
Chief Technology Officer,2025-04-09,855,73684.28
Leisure centre manager,2025-11-19,1405,110122.95
Early years teacher,2025-06-15,1429,189240.72
Freight forwarder,2026-07-03,1774,73497.39
Chiropodist,2025-08-09,4764,96778.7
Counsellor,2025-03-27,2202,121883.38
Microbiologist,2026-04-06,149,67176.87
Fish farm manager,2025-09-20,4475,59481.9
Community arts worker,2025-12-15,4196,112542.22
Chartered public finance accountant,2026-05-16,267,60517.82
Tourism officer,2026-07-20,1537,80647.21
"Producer, television/film/video",2025-09-20,2068,113038.79
"Surveyor, commercial/residential",2026-03-07,4168,167812.5
"Surveyor, commercial/residential",2026-03-18,3202,139088.84
Radio producer,2025-08-09,929,71317.58
Technical sales engineer,2025-11-05,1054,106408.26
Emergency planning/management officer,2025-02-24,4096,144383.97
"Horticulturist, commercial",2025-07-27,28,99790.93
Animator,2026-06-02,20,175370.74
Tax inspector,2024-12-14,4793,168366.45
"Editor, commissioning",2025-09-28,4074,82848.11
Tax adviser,2025-03-15,700,57516.24
Theatre manager,2025-07-30,1610,187747.1
"Accountant, chartered management",2025-08-19,2876,107289.35
Food technologist,2026-03-30,4941,58728.51
Race relations officer,2025-09-18,4104,79053.3
Advice worker,2026-03-22,120,71144.4
Commercial/residential surveyor,2024-12-14,3484,67153.1
Media buyer,2026-01-01,3979,161874.57
"Producer, radio",2026-04-21,1673,149231.87
Marketing executive,2025-05-13,3356,107240.39
"Sales professional, IT",2025-09-04,1942,60555.84
General practice doctor,2025-01-03,4828,105034.02
"Engineer, energy",2024-08-24,3412,93163.32
Industrial/product designer,2025-08-18,791,196938.9
Medical laboratory scientific officer,2025-02-21,764,173612.57
Chiropodist,2025-09-08,711,113231.67
Artist,2025-01-16,4474,58023.79
Industrial/product designer,2025-10-10,1532,69828.0
International aid/development worker,2026-02-06,4619,131735.55
Orthoptist,2025-08-03,3940,100473.6
Insurance risk surveyor,2026-06-12,4529,139474.37
Structural engineer,2025-06-15,3414,172508.49
Mining engineer,2025-01-10,2483,63165.46
IT consultant,2024-09-04,560,52094.38
Animal nutritionist,2025-11-21,2698,76817.89
Patent examiner,2026-05-04,4378,53522.7
"Scientist, physiological",2025-11-20,2666,106997.19
Metallurgist,2024-09-06,1020,105374.13
Theatre manager,2026-07-19,1995,79951.48
Adult nurse,2025-08-08,4446,168126.34
Health physicist,2025-06-02,3208,111068.23
"Editor, commissioning",2025-01-24,1424,169283.21
"Therapist, nutritional",2025-12-26,4696,163998.55
Merchant navy officer,2025-09-25,4488,113869.59
Company secretary,2025-02-04,154,165578.11
Senior tax professional/tax inspector,2026-06-11,2620,145329.41
"Teacher, special educational needs",2026-03-13,4842,102268.52
Diplomatic Services operational officer,2026-01-24,491,129095.6
Building control surveyor,2025-09-02,2954,175187.07
Fish farm manager,2024-10-03,4680,184031.73
Broadcast journalist,2026-06-24,749,108936.52
"Doctor, general practice",2025-07-24,1536,71819.92
"Designer, industrial/product",2024-10-24,1088,164827.42
"Sales professional, IT",2025-10-03,4133,174970.47
Ranger/warden,2024-10-29,4056,105039.96
Therapeutic radiographer,2025-09-02,646,110179.08
"Runner, broadcasting/film/video",2025-03-11,520,161146.88
Newspaper journalist,2024-12-12,4110,78145.11
"Engineer, energy",2026-04-15,1933,109536.08
Phytotherapist,2026-07-19,4360,163894.97
"Designer, jewellery",2025-05-13,3567,162804.79
Tour manager,2026-06-10,3351,50534.52
Field trials officer,2025-03-09,3807,168259.11
"Journalist, newspaper",2026-01-15,437,164732.7
Retail buyer,2026-05-15,4119,131554.95
Television production assistant,2024-09-08,1618,194084.74
Music tutor,2024-08-18,1444,156019.49
Event organiser,2026-05-02,2374,161334.71
"Engineer, land",2025-01-02,847,139151.64
"Administrator, education",2025-12-18,2519,77044.41
Water engineer,2025-11-09,962,107876.94
Civil Service administrator,2025-10-30,4952,66987.33
"Teacher, primary school",2025-11-03,1153,154654.55
Community pharmacist,2024-09-04,2206,118778.16
Chemical engineer,2025-09-20,2335,126682.29
Armed forces technical officer,2025-06-06,4788,168953.42
Child psychotherapist,2024-11-21,4701,184641.59
Accounting technician,2026-04-03,1912,137243.62
Forest/woodland manager,2026-06-16,2374,139290.88
"Administrator, sports",2024-10-08,3256,146443.97
Community pharmacist,2026-01-16,3829,134715.62
Learning disability nurse,2026-07-01,182,74224.1
Automotive engineer,2025-04-01,545,174558.61
"Conservator, furniture",2026-04-29,529,180469.29
Landscape architect,2026-05-10,2676,111251.36
Interior and spatial designer,2024-08-23,179,171052.46
Technical author,2025-07-24,1726,103265.63
Fitness centre manager,2024-10-31,3174,164980.41
Tour manager,2024-09-15,1511,190051.4
Database administrator,2025-05-14,2736,107315.0
"Surveyor, hydrographic",2024-12-10,3269,160179.06
Geophysical data processor,2026-03-22,2480,129153.81
Heritage manager,2025-12-20,377,164453.72
Energy engineer,2026-01-29,1151,94400.19
Local government officer,2026-01-28,3972,171882.86
Paramedic,2026-06-24,4709,142581.32
Media planner,2024-08-11,3074,88214.32
Electronics engineer,2025-09-17,2864,86744.5
Geoscientist,2026-03-27,525,158963.54
"Designer, blown glass/stained glass",2026-03-30,4198,183067.89
"Conservator, furniture",2025-03-04,4017,94647.92
"Surveyor, quantity",2025-02-03,3991,156613.88
"Engineer, petroleum",2025-07-18,2038,149373.94
Conference centre manager,2025-08-07,2037,53990.59
Child psychotherapist,2026-01-20,2979,166568.45
Secondary school teacher,2025-12-30,4044,198234.94
Diplomatic Services operational officer,2024-11-21,795,163388.25
Surgeon,2025-08-30,4168,57806.07
Horticultural therapist,2025-11-09,3206,57570.12
General practice doctor,2025-10-02,3940,179312.83
Geochemist,2026-04-11,425,161579.7
Automotive engineer,2026-02-24,4784,185044.96
Arboriculturist,2024-11-05,2208,162773.72
Furniture designer,2025-08-25,1760,81201.01
Web designer,2024-08-09,4463,71611.42
Research scientist (medical),2026-02-16,2499,163299.54
Accounting technician,2024-09-05,1156,131195.33
Counsellor,2025-02-06,2206,122965.2
Furniture designer,2025-06-11,4171,127668.49
IT trainer,2026-07-06,1353,172390.16
Industrial/product designer,2024-12-11,866,88307.37
Further education lecturer,2026-01-17,1372,186370.38
Learning mentor,2026-04-12,242,98125.38
Warehouse manager,2026-04-02,1598,99439.53
Hotel manager,2025-08-01,3337,134554.17
Publishing rights manager,2026-03-04,3076,133273.53
Risk manager,2025-08-29,1894,114968.33
Field trials officer,2024-09-12,329,165902.49
Occupational psychologist,2025-04-08,4479,53070.25
Corporate treasurer,2026-07-27,2762,75806.7
Occupational psychologist,2026-04-12,1180,73398.01
Aeronautical engineer,2024-09-11,2612,81927.48
Financial controller,2026-03-16,1841,62872.26
Production engineer,2024-09-12,1049,111000.68
Horticultural therapist,2026-07-30,3856,57393.01
Musician,2024-12-24,3347,174559.84
Clinical psychologist,2025-06-12,3534,97812.56
"Therapist, art",2025-12-26,181,86792.76
Physiological scientist,2025-05-11,2576,60820.74
Chartered management accountant,2025-05-27,2650,73778.07
Waste management officer,2025-03-20,1927,85391.23
Advertising account executive,2026-02-12,3512,196439.07
"Librarian, academic",2026-07-12,1251,53968.06
Analytical chemist,2024-12-09,1392,149475.09
Toxicologist,2025-05-03,1546,59334.36
Arts administrator,2026-01-01,3179,115954.0
Architectural technologist,2026-03-23,417,159790.52
"Horticulturist, amenity",2024-11-23,4346,186472.42
Chartered loss adjuster,2026-04-14,1650,164001.08
Homeopath,2024-12-22,3743,179301.24
Interpreter,2026-01-14,2607,108897.25
Systems analyst,2025-04-23,4639,167585.35
"Therapist, drama",2025-01-10,2812,82744.3
Amenity horticulturist,2026-01-21,4203,116395.27
Barrister's clerk,2024-10-18,801,114377.22
Clinical cytogeneticist,2025-10-05,3807,176411.8
Clothing/textile technologist,2026-04-17,1686,70657.22
Radio producer,2025-03-02,1931,170131.64
Contracting civil engineer,2024-12-09,3099,145454.55
Research scientist (maths),2026-06-16,1495,188033.88
Manufacturing systems engineer,2025-03-12,3155,93178.85
Maintenance engineer,2025-09-01,2196,113035.64
Tax inspector,2026-05-22,2969,64125.99
"Engineer, structural",2024-10-08,3013,113436.09
Comptroller,2025-10-14,1647,151876.39
Clinical psychologist,2025-04-10,1900,140302.01
Probation officer,2025-05-22,746,76725.56
"Producer, television/film/video",2025-10-16,2684,83525.01
"Clinical scientist, histocompatibility and immunogenetics",2025-08-17,4716,177620.66
Special effects artist,2025-03-19,4402,121993.46
Counsellor,2025-09-21,1186,176431.97
Agricultural engineer,2026-04-11,3596,125633.44
Set designer,2025-03-15,2087,171971.24
"Teacher, music",2024-10-01,307,63118.29
Agricultural consultant,2025-04-08,3993,135704.49
Aid worker,2026-02-08,4413,88952.77
"Scientist, research (life sciences)",2026-04-23,2698,57130.81
Multimedia specialist,2025-08-10,487,130706.84
Planning and development surveyor,2025-05-03,2764,79388.3
"Journalist, magazine",2025-10-25,2929,62743.61
"Pharmacist, hospital",2025-07-19,3821,150994.69
Medical laboratory scientific officer,2024-11-09,1682,60146.15
"Engineer, structural",2026-03-04,4167,160840.86
"Development worker, international aid",2024-12-03,2429,53588.16
"Production assistant, television",2025-08-11,4830,93864.58
TEFL teacher,2025-07-01,866,113167.65
Volunteer coordinator,2025-06-01,1811,104694.72
Sub,2026-04-12,4559,115821.25
"Surveyor, land/geomatics",2025-11-16,3529,153795.49
"Engineer, aeronautical",2024-08-13,3266,197846.41
Secretary/administrator,2026-05-16,2346,154450.28
Chemical engineer,2026-01-13,4367,147530.58
"Education officer, environmental",2025-09-19,4427,78239.44
Quality manager,2026-05-30,3206,196429.46
"Teacher, primary school",2026-04-15,364,124419.29
Chief of Staff,2026-06-03,2671,150615.47
TEFL teacher,2026-05-16,3953,78878.21
"Biochemist, clinical",2026-05-05,4750,183624.55
"Engineer, civil (contracting)",2026-04-12,2884,116143.76
"Engineer, aeronautical",2024-08-18,366,138724.95
Ranger/warden,2025-04-29,1108,174661.22
Geochemist,2026-07-01,1635,138830.83
Event organiser,2024-11-04,1975,79917.07
Senior tax professional/tax inspector,2025-11-15,4167,118154.15
Senior tax professional/tax inspector,2026-01-12,3907,112234.62
"Runner, broadcasting/film/video",2026-01-07,2853,73730.39
"Producer, television/film/video",2026-01-02,2515,194081.2
"Surveyor, commercial/residential",2026-03-15,1225,67646.76
"Engineer, maintenance (IT)",2025-11-02,3802,105911.2
"Sound technician, broadcasting/film/video",2025-11-03,1301,93157.49
"Psychologist, counselling",2024-10-09,278,193201.02
"Administrator, education",2025-01-02,3850,65377.74
IT consultant,2024-08-18,258,168918.05
Automotive engineer,2024-09-15,989,124199.78
Software engineer,2025-02-06,2123,113492.94
Teaching laboratory technician,2025-01-20,714,103578.95
"Programme researcher, broadcasting/film/video",2024-12-04,1051,50511.11
Optometrist,2025-02-25,3023,151178.24
Music tutor,2026-06-20,4663,159511.94
Chief Operating Officer,2025-02-07,3776,61467.49
"Producer, television/film/video",2025-10-07,788,158780.75
Quality manager,2026-08-01,71,113858.43
"Engineer, control and instrumentation",2024-08-12,3907,191122.96
Cabin crew,2024-11-29,665,75683.67
Best boy,2024-09-04,1800,184281.27
Tree surgeon,2024-10-23,1486,194265.19
Glass blower/designer,2025-06-15,3713,114990.76
"Teacher, secondary school",2025-09-21,1439,107353.29
Artist,2025-08-18,1783,125493.16
Logistics and distribution manager,2026-04-30,1821,196444.16
Chartered management accountant,2025-06-24,1351,139036.24
Equality and diversity officer,2026-04-01,1169,192451.85
Environmental consultant,2025-02-01,1301,152297.53
Museum/gallery conservator,2025-01-30,298,53065.23
Oceanographer,2025-10-27,3643,123292.92
"Loss adjuster, chartered",2025-10-17,1058,172981.24
Occupational psychologist,2025-02-01,3000,137691.64
Horticultural consultant,2026-02-23,757,184448.21
Publishing copy,2025-06-28,4212,131439.92
Restaurant manager,2025-11-28,1478,146860.03
Mudlogger,2026-06-29,792,149305.95
Radio producer,2024-08-19,2519,52166.06
"Research officer, political party",2026-01-22,3280,122545.7
Materials engineer,2025-03-18,1654,68969.87
Freight forwarder,2025-03-24,796,188575.6
Geophysicist/field seismologist,2025-04-23,500,159689.66
Broadcast journalist,2024-09-21,1814,111184.33
Paediatric nurse,2025-01-10,3180,69287.18
Educational psychologist,2024-08-07,3738,126010.66
Product manager,2024-11-29,2939,88429.51
IT trainer,2026-07-29,3174,94396.82
Horticultural consultant,2026-01-12,2931,59242.11
Engineering geologist,2025-10-04,488,171391.19
Sport and exercise psychologist,2026-08-01,4211,167706.49
Control and instrumentation engineer,2025-08-12,2680,196385.9
Records manager,2025-12-29,1206,130211.72
Commercial art gallery manager,2024-09-24,1997,177407.78
"Psychologist, educational",2025-01-16,1337,151392.26
"Accountant, chartered",2025-09-03,4288,122487.95
Sports coach,2025-09-05,4042,87441.02
Field seismologist,2025-07-24,3943,132486.97
Administrator,2026-03-04,834,97286.43
Geochemist,2024-08-15,2357,153821.75
"Engineer, petroleum",2026-02-05,4947,175900.63
Operational investment banker,2025-06-09,64,113374.12
English as a foreign language teacher,2025-07-30,1700,133103.64
Planning and development surveyor,2024-12-16,1242,149271.65
Financial trader,2025-03-14,2278,129591.72
Associate Professor,2025-04-23,3273,68179.92
"Nurse, children's",2025-08-27,3142,95399.93
Civil Service fast streamer,2025-09-29,189,112999.6
Environmental health practitioner,2026-01-07,547,163317.33
TEFL teacher,2026-02-04,841,187513.64
Press sub,2025-01-08,1938,177214.34
Police officer,2025-02-18,1362,62689.28
Sports development officer,2024-10-15,882,61359.94
Telecommunications researcher,2025-11-10,746,113811.47
Adult nurse,2025-09-24,116,93580.69
"Engineer, electrical",2026-04-21,4868,183937.48
Secretary/administrator,2025-01-05,4726,126540.43
Network engineer,2025-11-14,4996,89566.81
Medical technical officer,2025-08-28,2801,71655.62
"Programmer, multimedia",2024-10-27,2137,129447.03
Medical physicist,2025-03-26,3237,167998.1
Fine artist,2024-09-29,614,112975.43
Orthoptist,2024-09-25,1408,71943.32
"Scientist, forensic",2025-05-11,1918,61842.14
Advertising account executive,2025-03-16,2310,141019.43
Commercial art gallery manager,2024-09-26,1993,72672.88
Multimedia programmer,2026-04-08,1968,190364.27
Market researcher,2024-09-25,1196,180914.8
Clinical embryologist,2026-06-26,841,146393.5
Chartered management accountant,2024-10-26,2057,72436.29
Warehouse manager,2025-11-12,4940,82807.13
Museum/gallery exhibitions officer,2024-08-23,3859,140012.46
Data processing manager,2025-12-30,3996,170176.88
"Designer, graphic",2024-10-19,91,86748.86
"Teacher, English as a foreign language",2025-07-19,132,60496.29
Special educational needs teacher,2025-06-09,3209,144181.4
Counsellor,2024-12-08,3386,78574.44
Audiological scientist,2025-12-07,4722,72165.29
"Therapist, nutritional",2025-11-18,118,181635.4
Personal assistant,2026-07-09,4140,180233.97
Community education officer,2026-06-04,1958,96025.89
IT sales professional,2025-04-26,4199,152000.9
Ambulance person,2026-01-27,2232,160932.41
Music therapist,2026-03-28,3845,105386.17
"Nurse, learning disability",2025-07-18,1022,130626.06
