project_id,project_name,department_id,status,budget,business_value,complexity
PRJ1014,Project Public-key maximized application,D005,In Progress,312172.98,1141692.42,Low
PRJ1015,Project Exclusive foreground artificial intelligence,D009,Completed,14473.05,2554929.25,Medium
PRJ1016,Project Polarized grid-enabled interface,D016,Planning,164396.58,1491765.73,Critical
PRJ1017,Project Upgradable mobile architecture,D020,In Progress,146603.64,2048703.27,High
PRJ1018,Project Advanced zero tolerance middleware,D007,Planning,651952.89,1492246.15,Low
PRJ1019,Project Distributed clear-thinking Local Area Network,D009,Planning,184292.81,1465292.3,Critical
PRJ1020,Project Down-sized zero tolerance encryption,D009,Planning,689904.07,4735553.49,Low
PRJ1021,Project Horizontal systemic instruction set,D017,Completed,962638.72,3336378.37,Low
PRJ1022,Project Triple-buffered radical open architecture,D010,In Progress,281974.85,931405.65,Low
PRJ1023,Project Enhanced secondary emulation,D002,Planning,869664.26,1571130.06,High
PRJ1024,Project Implemented bifurcated extranet,D013,In Progress,243712.32,4262808.84,Critical
PRJ1025,Project Re-engineered solution-oriented project,D008,Completed,810639.57,4271654.54,Critical
PRJ1026,Project Fundamental client-server analyzer,D002,Completed,336809.02,2174367.45,Medium
PRJ1027,Project Organized uniform interface,D017,In Progress,133456.83,814989.26,High
PRJ1028,Project Right-sized reciprocal framework,D014,Completed,158065.83,2835482.25,High
PRJ1029,Project Self-enabling next generation data-warehouse,D006,In Progress,825537.71,3625405.93,High
PRJ1030,Project Profound background utilization,D002,Completed,794592.93,1448427.71,Low
PRJ1031,Project Cross-platform incremental installation,D007,Planning,436479.64,2046949.06,High
PRJ1032,Project Reactive full-range forecast,D009,Completed,699145.75,1553129.99,Low
PRJ1033,Project Assimilated logistical contingency,D006,Completed,295535.42,3801243.07,Critical
PRJ1034,Project Decentralized coherent instruction set,D002,Completed,793472.66,2132141.43,Medium
PRJ1035,Project Streamlined asynchronous focus group,D016,In Progress,396216.63,2098123.81,Medium
PRJ1036,Project Sharable bottom-line synergy,D008,Planning,176164.76,4983283.13,Medium
PRJ1037,Project Automated systemic encryption,D004,In Progress,169018.53,4171154.39,Critical
PRJ1038,Project Progressive optimal software,D013,In Progress,743782.91,397049.98,Critical
PRJ1039,Project Optimized upward-trending challenge,D012,Completed,774169.1,3399340.47,Medium
PRJ1040,Project Total directional concept,D005,In Progress,608215.71,2421728.07,Low
PRJ1041,Project Enhanced intangible hub,D005,Planning,291134.17,4066884.45,High
PRJ1042,Project Decentralized 3rdgeneration secured line,D005,In Progress,592862.32,4240808.51,High
PRJ1043,Project Focused full-range success,D008,Completed,299649.25,856351.29,Low
PRJ1044,Project Monitored well-modulated system engine,D011,Completed,462917.07,1124762.33,Medium
PRJ1045,Project Expanded client-server productivity,D009,Completed,539962.44,4652848.87,Low
PRJ1046,Project Persevering dynamic neural-net,D020,Completed,976494.34,1227819.04,High
PRJ1047,Project Compatible incremental collaboration,D001,Completed,269325.21,3461746.64,Low
PRJ1048,Project Fundamental secondary knowledge user,D011,Completed,329997.63,2667299.54,High
PRJ1049,Project Public-key impactful matrix,D014,In Progress,920799.49,4997921.68,Critical
PRJ1050,Project Switchable regional project,D013,Completed,922051.73,3980840.78,High
PRJ1051,Project Robust user-facing concept,D013,Completed,199465.44,2479313.47,High
PRJ1052,Project Business-focused fault-tolerant service-desk,D019,Completed,14675.41,4160951.61,Critical
PRJ1053,Project Intuitive bifurcated alliance,D002,In Progress,949590.69,4277374.55,Critical
PRJ1054,Project Self-enabling contextually-based instruction set,D007,In Progress,722548.88,795380.97,High
PRJ1055,Project Visionary 5thgeneration artificial intelligence,D013,Completed,246759.81,1118174.37,High
PRJ1056,Project Reactive 6thgeneration conglomeration,D019,In Progress,693045.17,4606915.4,High
PRJ1057,Project Pre-emptive client-driven help-desk,D013,Planning,178094.32,3902334.76,High
PRJ1058,Project Up-sized discrete emulation,D014,Completed,488210.54,2407243.74,Low
PRJ1059,Project Persistent executive ability,D019,Completed,486484.38,4055045.25,Critical
PRJ1060,Project Upgradable incremental forecast,D001,Planning,47817.96,4442952.26,Low
PRJ1061,Project Profound optimizing moderator,D007,Completed,570754.73,511429.16,Medium
PRJ1062,Project Virtual maximized alliance,D007,In Progress,390105.08,2859293.95,Critical
PRJ1063,Project Team-oriented analyzing methodology,D016,Completed,797615.87,3669629.6,High
PRJ1064,Project Synchronized encompassing toolset,D015,Completed,308447.89,4202722.15,High
PRJ1065,Project Adaptive transitional superstructure,D013,Completed,633472.18,2043070.83,Medium
PRJ1066,Project User-centric encompassing complexity,D012,In Progress,695469.11,2173809.05,Low
PRJ1067,Project Configurable dedicated access,D016,In Progress,892314.87,2000196.43,Low
PRJ1068,Project Open-architected asymmetric collaboration,D008,In Progress,484396.93,4244983.02,Low
PRJ1069,Project Optional needs-based strategy,D019,In Progress,43476.92,3442537.57,Low
PRJ1070,Project Implemented client-server interface,D004,Completed,290259.39,1754376.6,Medium
PRJ1071,Project Enterprise-wide mobile secured line,D019,Completed,876020.61,4758611.7,Medium
PRJ1072,Project Upgradable didactic attitude,D015,Completed,423506.61,3086988.63,Medium
PRJ1073,Project Horizontal methodical product,D017,Completed,155575.06,4111817.14,High
PRJ1074,Project User-friendly composite hardware,D015,In Progress,723867.92,1444975.39,Critical
PRJ1075,Project Object-based 5thgeneration adapter,D011,Planning,385300.79,295139.02,Critical
PRJ1076,Project Switchable context-sensitive website,D017,In Progress,136954.02,2819102.05,Low
PRJ1077,Project Universal context-sensitive contingency,D003,Completed,22288.28,2520505.9,Critical
PRJ1078,Project Fully-configurable global adapter,D012,In Progress,390038.41,2032999.97,High
PRJ1079,Project Visionary transitional knowledge user,D014,In Progress,221836.66,79152.2,Critical
PRJ1080,Project Open-architected fresh-thinking emulation,D019,Completed,998284.11,548431.32,Low
PRJ1081,Project Decentralized demand-driven moderator,D012,Completed,178767.94,1601386.4,Low
PRJ1082,Project Persistent coherent hierarchy,D011,Completed,598262.65,1448840.67,Critical
PRJ1083,Project Multi-lateral 3rdgeneration workforce,D008,In Progress,482976.9,4741948.42,High
PRJ1084,Project Total maximized model,D013,Planning,270841.57,2389963.87,Low
PRJ1085,Project Function-based hybrid focus group,D005,In Progress,784352.57,2369479.64,Low
PRJ1086,Project Distributed bi-directional artificial intelligence,D003,Completed,454817.97,553051.4,High
PRJ1087,Project Optional regional core,D013,Completed,671990.93,1437582.87,Low
PRJ1088,Project Object-based analyzing product,D016,Completed,918669.44,333512.58,High
PRJ1089,Project Multi-channeled systematic infrastructure,D005,Completed,718115.07,1176141.38,Medium
PRJ1090,Project Profit-focused system-worthy core,D018,In Progress,932341.37,4801592.69,Low
PRJ1091,Project Decentralized 6thgeneration moderator,D006,Planning,625626.58,675013.54,Critical
PRJ1092,Project Intuitive mission-critical knowledge user,D010,In Progress,653324.08,4673714.54,High
PRJ1093,Project Quality-focused local process improvement,D004,Completed,202919.91,3690749.78,High
PRJ1094,Project Switchable bi-directional infrastructure,D008,Planning,771595.62,3569883.58,Low
PRJ1095,Project Ameliorated demand-driven function,D017,Completed,956978.6,2054156.27,Medium
PRJ1096,Project Ameliorated fresh-thinking standardization,D019,Planning,503015.25,2601765.88,Medium
PRJ1097,Project Re-contextualized homogeneous structure,D008,In Progress,614989.25,4391523.33,Low
PRJ1098,Project Self-enabling clear-thinking portal,D017,Completed,287958.71,3719839.29,Critical
PRJ1099,Project Polarized even-keeled project,D018,In Progress,931679.81,2837548.19,Low
PRJ1100,Project Switchable fault-tolerant moderator,D007,Completed,834286.66,4000694.08,Critical
PRJ1101,Project Function-based executive solution,D020,Completed,288386.13,1674608.67,Medium
PRJ1102,Project Multi-layered heuristic website,D001,Completed,513262.43,2670314.02,Medium
PRJ1103,Project Cross-group dedicated alliance,D008,In Progress,223218.47,2840136.49,Medium
PRJ1104,Project Mandatory asynchronous emulation,D004,Completed,579192.03,3564653.75,High
PRJ1105,Project Integrated interactive utilization,D005,Completed,444062.7,3449557.43,Low
PRJ1106,Project Reduced next generation pricing structure,D001,Completed,717223.48,3420271.92,Critical
PRJ1107,Project Cross-group actuating encryption,D015,Completed,142807.3,2813152.96,Critical
PRJ1108,Project Profit-focused hybrid methodology,D011,Completed,903126.89,4052878.69,Critical
PRJ1109,Project Visionary high-level Graphic Interface,D008,Completed,969224.2,2804227.15,Critical
PRJ1110,Project Visionary local framework,D001,In Progress,888359.18,3021993.83,Medium
PRJ1111,Project Synergistic attitude-oriented superstructure,D017,In Progress,830294.3,2854202.45,Medium
PRJ1112,Project Cloned intangible initiative,D003,Completed,386021.19,632320.92,High
PRJ1113,Project Implemented interactive benchmark,D004,Planning,257932.62,1737286.41,Medium
PRJ1114,Project Enhanced impactful workforce,D005,Planning,580988.41,334726.77,Low
PRJ1115,Project Compatible exuding definition,D001,Completed,12000.58,4228982.4,High
PRJ1116,Project Open-source multi-tasking superstructure,D012,Completed,15894.8,1630905.55,Critical
PRJ1117,Project Multi-lateral bandwidth-monitored concept,D003,In Progress,152031.01,1573209.04,Low
PRJ1118,Project Public-key holistic neural-net,D013,Completed,986143.74,1539691.32,High
PRJ1119,Project Function-based object-oriented product,D007,Completed,260341.56,4346938.18,Medium
PRJ1120,Project Reverse-engineered incremental open architecture,D002,Completed,868344.5,251980.94,High
PRJ1121,Project Inverse maximized support,D009,Completed,766634.55,2174525.66,Low
PRJ1122,Project Programmable multimedia middleware,D015,Completed,240212.71,2430498.87,High
PRJ1123,Project Self-enabling neutral application,D011,Planning,750986.86,3511944.56,Low
PRJ1124,Project Stand-alone national projection,D009,Completed,412211.19,2759086.25,Low
PRJ1125,Project Fundamental full-range installation,D016,Completed,952415.23,1922332.64,Low
PRJ1126,Project Monitored client-server function,D015,In Progress,424375.73,4864952.43,Low
PRJ1127,Project Virtual full-range attitude,D016,Completed,402689.86,2165630.67,High
PRJ1128,Project Compatible mission-critical pricing structure,D008,Completed,896067.74,4810036.13,Low
PRJ1129,Project Distributed executive hierarchy,D019,In Progress,453134.21,4469749.66,Low
PRJ1130,Project Proactive transitional encryption,D012,In Progress,425601.08,2252462.88,Medium
PRJ1131,Project Distributed intermediate website,D019,Completed,787739.57,140689.19,Medium
PRJ1132,Project Fully-configurable human-resource hardware,D001,Planning,766166.39,3636516.73,Medium
PRJ1133,Project Ergonomic user-facing hierarchy,D006,Completed,890282.18,219855.28,Low
PRJ1134,Project Object-based systematic software,D007,Completed,163715.53,4609932.01,Critical
PRJ1135,Project Customer-focused secondary success,D002,In Progress,496710.39,4027863.24,Low
PRJ1136,Project Reverse-engineered next generation groupware,D011,Completed,637155.73,4142496.25,Critical
PRJ1137,Project Monitored radical complexity,D015,Completed,423418.47,407611.66,Medium
PRJ1138,Project Organic optimizing knowledgebase,D015,In Progress,953915.81,2489885.27,Low
PRJ1139,Project Monitored systematic structure,D007,Completed,297872.83,3833400.26,High
PRJ1140,Project Digitized bifurcated system engine,D010,In Progress,282263.7,2799963.82,Medium
PRJ1141,Project Innovative stable standardization,D011,In Progress,510273.64,363453.67,Critical
PRJ1142,Project Cross-group intangible array,D014,Completed,574492.38,1038248.28,Medium
PRJ1143,Project Secured secondary function,D010,Planning,179545.26,2725275.37,Critical
PRJ1144,Project Multi-layered tangible service-desk,D011,Completed,146326.56,4355883.28,Critical
PRJ1145,Project Reverse-engineered directional structure,D015,Completed,616388.36,3284938.97,Critical
PRJ1146,Project Total solution-oriented extranet,D012,Completed,998897.79,2429421.26,High
PRJ1147,Project Versatile secondary productivity,D015,In Progress,954600.6,3281238.04,Critical
PRJ1148,Project Cross-group clear-thinking capacity,D011,In Progress,72380.94,4894641.99,Medium
PRJ1149,Project Profit-focused explicit database,D007,Completed,438524.83,4355609.78,Critical
PRJ1150,Project Profound dedicated moderator,D001,In Progress,190717.71,4051067.5,Medium
PRJ1151,Project Networked human-resource analyzer,D019,Planning,542528.93,301939.44,Low
PRJ1152,Project Switchable uniform function,D013,Completed,668240.31,1215838.91,Medium
PRJ1153,Project Upgradable multimedia Local Area Network,D002,Planning,57071.1,3394574.55,Low
PRJ1154,Project Persistent content-based monitoring,D010,In Progress,315209.81,4114290.22,High
PRJ1155,Project Optimized content-based initiative,D017,Completed,324649.46,1070710.42,Medium
PRJ1156,Project Extended coherent capability,D008,Cancelled,659399.5,3528581.57,Low
PRJ1157,Project Cross-platform web-enabled paradigm,D020,Cancelled,403817.74,4450543.34,Low
PRJ1158,Project Business-focused needs-based challenge,D010,Planning,54726.08,1755827.89,Medium
PRJ1159,Project Cross-platform neutral hardware,D010,In Progress,311950.76,3925548.47,Low
PRJ1160,Project Mandatory contextually-based archive,D002,In Progress,921841.94,4866804.11,Medium
PRJ1161,Project Mandatory 3rdgeneration process improvement,D005,In Progress,684098.04,1877454.21,Critical
PRJ1162,Project Streamlined user-facing middleware,D009,Completed,183961.87,2648223.47,Critical
PRJ1163,Project Reverse-engineered encompassing application,D014,Planning,286195.03,2408962.29,High
PRJ1164,Project Operative system-worthy ability,D004,In Progress,826000.89,4905817.77,Critical
PRJ1165,Project Focused motivating forecast,D002,In Progress,505143.63,1067209.86,Medium
PRJ1166,Project Triple-buffered zero-defect interface,D005,In Progress,66178.69,1932677.96,High
PRJ1167,Project Implemented executive structure,D016,Planning,513368.91,643687.2,Critical
PRJ1168,Project Function-based grid-enabled secured line,D014,In Progress,736783.78,4377848.84,Medium
PRJ1169,Project Self-enabling asynchronous access,D007,In Progress,137078.49,3649800.14,Critical
PRJ1170,Project Operative secondary leverage,D002,In Progress,31549.62,4225560.45,High
PRJ1171,Project Up-sized asymmetric project,D020,Planning,434770.36,4230369.15,High
PRJ1172,Project Implemented grid-enabled frame,D008,Completed,902886.13,281534.68,High
PRJ1173,Project Vision-oriented grid-enabled pricing structure,D016,In Progress,313706.56,314526.77,High
PRJ1174,Project Right-sized even-keeled solution,D003,Completed,340819.83,2418759.08,Critical
