interview_id,candidate_id,interviewer_id,score,result
INT07604,CAND14686,EMP06033,2.9,Pass
INT07605,CAND07715,EMP05188,2.6,Fail
INT07606,CAND03212,EMP06007,2.1,Fail
INT07607,CAND14826,EMP02498,5.0,Fail
INT07608,CAND12191,EMP09539,4.3,Fail
INT07609,CAND04438,EMP06625,3.1,Pass
INT07610,CAND05425,EMP00284,4.6,Fail
INT07611,CAND02012,EMP01892,1.8,Pass
INT07612,CAND09229,EMP07691,1.7,Pass
INT07613,CAND00940,EMP04491,1.4,Fail
INT07614,CAND06923,EMP04868,4.7,Fail
INT07615,CAND05381,EMP03982,1.4,Pass
INT07616,CAND02629,EMP07970,3.0,Fail
INT07617,CAND14635,EMP01786,1.1,Fail
INT07618,CAND02408,EMP06915,3.7,Fail
INT07619,CAND04112,EMP03789,1.2,Pass
INT07620,CAND14359,EMP08289,4.3,Fail
INT07621,CAND00198,EMP08194,1.5,Pass
INT07622,CAND08081,EMP09281,3.4,Fail
INT07623,CAND06867,EMP08139,3.5,Fail
INT07624,CAND14122,EMP05492,1.0,Fail
INT07625,CAND05278,EMP07284,3.3,Fail
INT07626,CAND03238,EMP05745,4.2,Pass
INT07627,CAND07269,EMP05887,3.6,Fail
INT07628,CAND07968,EMP03130,5.0,Fail
INT07629,CAND10576,EMP01646,3.4,Pass
INT07630,CAND09568,EMP07932,2.3,Pass
INT07631,CAND13378,EMP05089,3.4,Fail
INT07632,CAND04323,EMP08819,4.3,Pass
INT07633,CAND10074,EMP09819,1.9,Pass
INT07634,CAND10888,EMP05976,3.2,Fail
INT07635,CAND13032,EMP06190,4.5,Pass
INT07636,CAND04741,EMP03350,3.9,Fail
INT07637,CAND08437,EMP05256,4.5,Fail
INT07638,CAND11789,EMP03338,4.7,Pass
INT07639,CAND04747,EMP02164,3.7,Pass
INT07640,CAND12605,EMP00208,1.0,Pass
INT07641,CAND04534,EMP01766,4.6,Pass
INT07642,CAND07976,EMP09783,4.7,Fail
INT07643,CAND09017,EMP06516,4.7,Pass
INT07644,CAND00375,EMP04803,1.9,Fail
INT07645,CAND04761,EMP04468,4.2,Pass
INT07646,CAND13864,EMP05062,1.2,Fail
INT07647,CAND14102,EMP09243,2.9,Pass
INT07648,CAND05825,EMP00733,2.2,Pass
INT07649,CAND04793,EMP02219,4.8,Pass
INT07650,CAND03411,EMP07420,4.1,Fail
INT07651,CAND04717,EMP00881,2.6,Fail
INT07652,CAND06499,EMP02620,2.8,Pass
INT07653,CAND12092,EMP04218,4.2,Fail
INT07654,CAND09697,EMP06942,1.8,Fail
INT07655,CAND05079,EMP02584,4.3,Fail
INT07656,CAND07783,EMP08426,1.7,Fail
INT07657,CAND06889,EMP03330,3.9,Fail
INT07658,CAND07017,EMP05424,1.7,Pass
INT07659,CAND04245,EMP04613,1.0,Fail
INT07660,CAND01820,EMP06305,2.1,Pass
INT07661,CAND08820,EMP00432,4.3,Pass
INT07662,CAND13193,EMP06264,1.9,Pass
INT07663,CAND01969,EMP07057,3.8,Fail
INT07664,CAND12720,EMP06670,1.3,Fail
INT07665,CAND04012,EMP04610,1.4,Pass
INT07666,CAND12268,EMP01896,4.0,Fail
INT07667,CAND03458,EMP00490,4.6,Pass
INT07668,CAND03324,EMP08217,1.6,Pass
INT07669,CAND09708,EMP06425,3.6,Pass
INT07670,CAND06489,EMP08107,3.8,Pass
INT07671,CAND07875,EMP07793,3.3,Pass
INT07672,CAND09727,EMP06438,4.9,Fail
INT07673,CAND08403,EMP09742,3.7,Pass
INT07674,CAND11669,EMP04714,2.7,Fail
INT07675,CAND03294,EMP08414,1.0,Pass
INT07676,CAND13320,EMP01189,5.0,Fail
INT07677,CAND05751,EMP02529,3.6,Pass
INT07678,CAND07298,EMP09701,3.2,Pass
INT07679,CAND14105,EMP07349,4.3,Fail
INT07680,CAND13140,EMP01021,3.4,Fail
INT07681,CAND06522,EMP02609,3.3,Pass
INT07682,CAND10800,EMP08730,4.6,Fail
INT07683,CAND14630,EMP05594,2.2,Pass
INT07684,CAND10083,EMP03707,1.7,Pass
INT07685,CAND06357,EMP01036,3.5,Fail
INT07686,CAND01523,EMP04519,4.5,Pass
INT07687,CAND05425,EMP09990,2.7,Fail
INT07688,CAND09851,EMP05198,4.6,Fail
INT07689,CAND12249,EMP06740,3.9,Fail
INT07690,CAND05300,EMP07094,3.2,Fail
INT07691,CAND07394,EMP06882,1.0,Pass
INT07692,CAND01332,EMP09239,4.1,Fail
INT07693,CAND11330,EMP09354,2.0,Fail
INT07694,CAND02358,EMP09446,4.1,Pass
INT07695,CAND06912,EMP03640,2.5,Fail
INT07696,CAND05583,EMP09250,3.8,Pass
INT07697,CAND01474,EMP05783,3.9,Pass
INT07698,CAND06226,EMP06468,3.4,Pass
INT07699,CAND03859,EMP08523,3.4,Fail
INT07700,CAND12544,EMP01789,1.8,Pass
INT07701,CAND02707,EMP05728,1.8,Pass
INT07702,CAND09729,EMP07116,5.0,Fail
INT07703,CAND06919,EMP06972,4.1,Fail
INT07704,CAND04776,EMP03918,1.5,Fail
INT07705,CAND00521,EMP08792,5.0,Fail
INT07706,CAND06187,EMP03092,2.7,Fail
INT07707,CAND09127,EMP07855,3.6,Pass
INT07708,CAND01909,EMP09323,1.6,Pass
INT07709,CAND14111,EMP00910,3.1,Pass
INT07710,CAND08065,EMP09995,4.4,Fail
INT07711,CAND10660,EMP04966,1.6,Pass
INT07712,CAND06962,EMP06256,5.0,Pass
INT07713,CAND08908,EMP05337,1.7,Fail
INT07714,CAND11916,EMP08982,4.8,Pass
INT07715,CAND09796,EMP04729,1.8,Fail
INT07716,CAND08649,EMP07317,3.7,Pass
INT07717,CAND06366,EMP07070,2.2,Fail
INT07718,CAND09429,EMP06734,3.4,Pass
INT07719,CAND07250,EMP06017,3.3,Fail
INT07720,CAND12422,EMP04510,4.9,Fail
INT07721,CAND13872,EMP02977,1.1,Pass
INT07722,CAND07987,EMP02387,3.8,Pass
INT07723,CAND12817,EMP05664,2.6,Fail
INT07724,CAND09731,EMP06654,4.8,Fail
INT07725,CAND08059,EMP03377,4.0,Pass
INT07726,CAND01967,EMP09686,3.7,Fail
INT07727,CAND06740,EMP07760,4.3,Fail
INT07728,CAND10074,EMP07718,3.4,Pass
INT07729,CAND06813,EMP09277,4.8,Pass
INT07730,CAND03221,EMP00827,1.8,Pass
INT07731,CAND12829,EMP09275,4.9,Fail
INT07732,CAND08335,EMP07245,3.1,Fail
INT07733,CAND08025,EMP00448,1.7,Fail
INT07734,CAND00691,EMP09511,2.2,Fail
INT07735,CAND12026,EMP08526,1.8,Pass
INT07736,CAND14352,EMP03859,1.7,Fail
INT07737,CAND04444,EMP08649,1.2,Pass
INT07738,CAND01938,EMP07395,3.7,Pass
INT07739,CAND13649,EMP02706,4.0,Pass
INT07740,CAND09155,EMP09854,4.4,Pass
INT07741,CAND07333,EMP06331,1.9,Pass
INT07742,CAND05003,EMP05982,1.6,Fail
INT07743,CAND13986,EMP01948,4.3,Pass
INT07744,CAND01643,EMP02120,4.3,Fail
INT07745,CAND14946,EMP02483,2.2,Pass
INT07746,CAND12536,EMP07606,2.1,Pass
INT07747,CAND11743,EMP00473,3.1,Pass
INT07748,CAND03063,EMP01809,4.6,Pass
INT07749,CAND08095,EMP04897,1.6,Fail
INT07750,CAND14370,EMP08851,2.1,Fail
INT07751,CAND03165,EMP03588,4.5,Pass
INT07752,CAND07746,EMP06226,4.2,Pass
INT07753,CAND06991,EMP05908,5.0,Fail
INT07754,CAND11597,EMP02675,3.5,Fail
INT07755,CAND06218,EMP05287,1.4,Fail
INT07756,CAND07880,EMP09377,4.5,Pass
INT07757,CAND01828,EMP08808,1.4,Pass
INT07758,CAND00183,EMP07494,2.8,Fail
INT07759,CAND02231,EMP00907,1.5,Pass
INT07760,CAND08916,EMP06492,2.5,Fail
INT07761,CAND03997,EMP01490,1.8,Fail
INT07762,CAND08572,EMP05214,4.7,Fail
INT07763,CAND08181,EMP03920,4.1,Fail
INT07764,CAND02781,EMP04654,4.0,Pass
INT07765,CAND08496,EMP09017,2.2,Fail
INT07766,CAND14047,EMP05762,3.9,Fail
INT07767,CAND12974,EMP08743,3.2,Fail
INT07768,CAND12840,EMP01672,5.0,Pass
INT07769,CAND07684,EMP04943,1.2,Fail
INT07770,CAND13456,EMP03255,4.9,Pass
INT07771,CAND11708,EMP03069,5.0,Fail
INT07772,CAND13507,EMP04695,1.8,Pass
INT07773,CAND09341,EMP09894,1.6,Fail
INT07774,CAND04396,EMP04173,1.3,Fail
INT07775,CAND10660,EMP08384,2.1,Pass
INT07776,CAND05396,EMP07305,2.8,Pass
INT07777,CAND11514,EMP06319,1.3,Fail
INT07778,CAND09249,EMP08348,2.1,Fail
INT07779,CAND08686,EMP08233,1.8,Pass
INT07780,CAND00281,EMP06461,4.0,Pass
INT07781,CAND09084,EMP03543,1.4,Pass
INT07782,CAND03487,EMP09063,2.9,Fail
INT07783,CAND04625,EMP07906,3.1,Pass
INT07784,CAND14228,EMP07886,4.7,Fail
INT07785,CAND07016,EMP09995,1.2,Fail
INT07786,CAND11891,EMP05648,2.7,Pass
INT07787,CAND06847,EMP07426,1.7,Pass
INT07788,CAND13661,EMP02881,4.7,Pass
INT07789,CAND03883,EMP03272,1.5,Fail
INT07790,CAND11574,EMP09424,1.7,Pass
INT07791,CAND03001,EMP03686,1.4,Fail
INT07792,CAND07449,EMP02374,2.5,Fail
INT07793,CAND04656,EMP04627,3.1,Pass
INT07794,CAND00165,EMP08318,3.8,Pass
INT07795,CAND08234,EMP00895,2.4,Pass
INT07796,CAND07274,EMP07735,2.0,Pass
INT07797,CAND01830,EMP05071,4.8,Fail
INT07798,CAND01456,EMP01095,1.5,Fail
INT07799,CAND01100,EMP01881,4.3,Pass
INT07800,CAND07193,EMP02395,1.2,Pass
INT07801,CAND08565,EMP09013,1.3,Pass
INT07802,CAND13658,EMP00629,2.1,Pass
INT07803,CAND11346,EMP03240,1.5,Fail
INT07804,CAND05923,EMP09234,3.8,Fail
INT07805,CAND00962,EMP09506,4.7,Fail
INT07806,CAND04342,EMP05007,3.2,Pass
INT07807,CAND14234,EMP06759,4.3,Pass
INT07808,CAND02731,EMP02682,1.8,Pass
INT07809,CAND09442,EMP03599,1.1,Fail
INT07810,CAND13137,EMP02261,3.5,Pass
INT07811,CAND06547,EMP04452,3.6,Pass
INT07812,CAND09008,EMP09815,1.5,Pass
INT07813,CAND12838,EMP02943,1.6,Pass
INT07814,CAND10548,EMP03567,2.2,Fail
INT07815,CAND12083,EMP03455,3.4,Pass
INT07816,CAND01331,EMP06987,3.6,Pass
INT07817,CAND08466,EMP08398,2.1,Pass
INT07818,CAND14762,EMP02107,5.0,Pass
INT07819,CAND04481,EMP01702,4.6,Fail
INT07820,CAND03994,EMP07779,3.1,Pass
INT07821,CAND13399,EMP02303,3.1,Pass
INT07822,CAND09603,EMP08206,2.6,Fail
INT07823,CAND14001,EMP09929,2.9,Fail
INT07824,CAND06562,EMP01225,4.3,Fail
INT07825,CAND04481,EMP07978,2.0,Pass
INT07826,CAND08099,EMP07149,4.7,Fail
INT07827,CAND10411,EMP02423,3.4,Fail
INT07828,CAND03669,EMP09800,1.4,Pass
INT07829,CAND11754,EMP07755,4.6,Fail
INT07830,CAND01910,EMP04556,1.5,Fail
INT07831,CAND11778,EMP01947,4.6,Pass
INT07832,CAND11965,EMP02944,2.6,Fail
INT07833,CAND02254,EMP00285,4.2,Fail
INT07834,CAND08387,EMP06270,2.5,Fail
INT07835,CAND02737,EMP08979,4.4,Pass
INT07836,CAND03354,EMP02309,1.4,Pass
INT07837,CAND06554,EMP02382,1.6,Fail
INT07838,CAND12913,EMP01454,4.6,Pass
INT07839,CAND04958,EMP04818,2.1,Fail
INT07840,CAND12044,EMP06135,4.0,Pass
INT07841,CAND02453,EMP08540,1.4,Fail
INT07842,CAND08054,EMP03625,3.8,Fail
INT07843,CAND10846,EMP08781,4.7,Fail
INT07844,CAND09585,EMP06976,4.5,Pass
INT07845,CAND03704,EMP01061,3.2,Fail
INT07846,CAND11594,EMP01974,2.8,Fail
INT07847,CAND07519,EMP05595,3.8,Fail
INT07848,CAND13034,EMP07721,2.7,Fail
INT07849,CAND06226,EMP07240,4.1,Fail
INT07850,CAND09658,EMP00126,1.6,Pass
INT07851,CAND14917,EMP01697,1.5,Fail
INT07852,CAND00614,EMP05526,3.6,Pass
INT07853,CAND02220,EMP05877,3.3,Pass
INT07854,CAND02592,EMP01666,4.3,Fail
INT07855,CAND03655,EMP08698,4.5,Pass
INT07856,CAND03785,EMP07079,3.0,Fail
INT07857,CAND12130,EMP07315,4.9,Pass
INT07858,CAND02323,EMP07383,4.3,Pass
INT07859,CAND11082,EMP08912,1.2,Pass
INT07860,CAND11689,EMP02316,1.4,Pass
INT07861,CAND08641,EMP09695,3.5,Pass
INT07862,CAND06670,EMP07834,4.6,Fail
INT07863,CAND06212,EMP06964,3.6,Pass
INT07864,CAND11676,EMP03604,3.6,Fail
INT07865,CAND14653,EMP03439,1.0,Fail
INT07866,CAND02941,EMP08075,1.2,Fail
INT07867,CAND04454,EMP00451,2.9,Pass
INT07868,CAND13522,EMP01434,1.8,Fail
INT07869,CAND10988,EMP04738,4.9,Pass
INT07870,CAND14123,EMP09548,4.6,Fail
INT07871,CAND14149,EMP00605,2.8,Pass
INT07872,CAND03499,EMP06554,3.4,Pass
INT07873,CAND08968,EMP09866,3.1,Fail
INT07874,CAND03820,EMP06609,3.5,Pass
INT07875,CAND12668,EMP00577,2.5,Pass
INT07876,CAND06506,EMP07040,2.8,Fail
INT07877,CAND07977,EMP08008,1.6,Pass
INT07878,CAND00907,EMP07223,4.8,Pass
INT07879,CAND01105,EMP06133,2.8,Fail
INT07880,CAND07528,EMP05701,4.3,Pass
INT07881,CAND01112,EMP08965,4.4,Pass
INT07882,CAND04748,EMP02375,4.2,Pass
INT07883,CAND05969,EMP08898,1.2,Pass
INT07884,CAND02063,EMP03312,1.9,Pass
INT07885,CAND08473,EMP08919,3.3,Fail
INT07886,CAND12855,EMP04337,4.8,Fail
INT07887,CAND07062,EMP00105,1.1,Pass
INT07888,CAND04016,EMP05052,4.8,Pass
INT07889,CAND03907,EMP02380,1.3,Pass
INT07890,CAND03205,EMP08862,4.0,Fail
INT07891,CAND11074,EMP09273,4.7,Fail
INT07892,CAND11295,EMP07761,3.6,Fail
INT07893,CAND05553,EMP01515,4.6,Fail
INT07894,CAND08959,EMP02439,4.3,Fail
INT07895,CAND06900,EMP08978,2.6,Pass
INT07896,CAND14435,EMP07286,2.3,Fail
INT07897,CAND00419,EMP07852,4.5,Pass
INT07898,CAND03155,EMP02535,3.3,Pass
INT07899,CAND13034,EMP04337,1.8,Fail
INT07900,CAND11785,EMP06240,4.8,Fail
INT07901,CAND13983,EMP01284,3.3,Fail
INT07902,CAND10980,EMP00747,4.2,Pass
INT07903,CAND08512,EMP00152,1.9,Pass
INT07904,CAND08372,EMP03024,2.8,Pass
INT07905,CAND09546,EMP04216,3.0,Pass
INT07906,CAND07814,EMP04004,1.2,Pass
INT07907,CAND03606,EMP04872,1.6,Pass
INT07908,CAND06582,EMP04971,3.0,Pass
INT07909,CAND05277,EMP08625,2.8,Pass
INT07910,CAND12366,EMP00563,4.6,Pass
INT07911,CAND07882,EMP04154,3.7,Pass
INT07912,CAND09586,EMP07606,2.6,Pass
INT07913,CAND13553,EMP06461,2.0,Fail
INT07914,CAND08176,EMP08531,4.5,Pass
INT07915,CAND03233,EMP07910,3.7,Fail
INT07916,CAND11229,EMP02815,2.4,Pass
INT07917,CAND06259,EMP08506,4.7,Fail
INT07918,CAND11088,EMP04368,1.3,Pass
INT07919,CAND14946,EMP05654,4.0,Fail
INT07920,CAND11937,EMP03111,1.7,Pass
INT07921,CAND11161,EMP07523,3.4,Fail
INT07922,CAND07611,EMP04957,4.4,Pass
INT07923,CAND06341,EMP02941,2.5,Fail
INT07924,CAND11008,EMP01591,4.2,Pass
INT07925,CAND02844,EMP01278,2.9,Fail
INT07926,CAND09496,EMP00050,4.2,Fail
INT07927,CAND13981,EMP08063,4.6,Fail
INT07928,CAND06827,EMP06474,3.0,Fail
INT07929,CAND12432,EMP09518,3.9,Fail
INT07930,CAND01066,EMP05398,3.0,Fail
INT07931,CAND12182,EMP09368,3.8,Pass
INT07932,CAND13071,EMP00350,3.8,Pass
INT07933,CAND03216,EMP02180,4.9,Pass
INT07934,CAND04918,EMP05995,4.3,Fail
INT07935,CAND11346,EMP09909,2.6,Fail
INT07936,CAND14793,EMP05843,2.1,Fail
INT07937,CAND06553,EMP06297,4.8,Fail
INT07938,CAND08724,EMP07433,4.7,Pass
INT07939,CAND09411,EMP06853,4.3,Fail
INT07940,CAND12906,EMP04758,1.4,Fail
INT07941,CAND00167,EMP07817,4.9,Fail
INT07942,CAND10870,EMP08470,2.2,Fail
INT07943,CAND11806,EMP07653,1.3,Fail
INT07944,CAND11764,EMP05856,3.9,Pass
INT07945,CAND14204,EMP01424,4.3,Pass
INT07946,CAND13361,EMP04972,4.8,Fail
INT07947,CAND13239,EMP06531,3.4,Pass
INT07948,CAND09747,EMP04631,4.0,Pass
INT07949,CAND09550,EMP04823,1.7,Fail
INT07950,CAND10785,EMP01181,4.7,Pass
INT07951,CAND09844,EMP05760,2.4,Pass
INT07952,CAND08384,EMP03330,1.2,Pass
INT07953,CAND14778,EMP05295,2.1,Fail
INT07954,CAND07087,EMP05035,3.4,Fail
INT07955,CAND07306,EMP06602,3.2,Fail
INT07956,CAND07977,EMP03751,3.1,Pass
INT07957,CAND09710,EMP06956,3.6,Fail
INT07958,CAND13098,EMP01798,4.5,Fail
INT07959,CAND01081,EMP04533,1.9,Pass
INT07960,CAND12044,EMP09352,1.7,Fail
INT07961,CAND03428,EMP00336,3.2,Pass
INT07962,CAND09375,EMP07045,2.5,Fail
INT07963,CAND05792,EMP02527,2.6,Fail
INT07964,CAND01891,EMP06021,1.0,Fail
INT07965,CAND04873,EMP03473,2.7,Pass
INT07966,CAND11207,EMP01911,1.6,Fail
INT07967,CAND09291,EMP08753,4.6,Pass
INT07968,CAND01577,EMP06266,3.7,Fail
INT07969,CAND06735,EMP06004,3.3,Fail
INT07970,CAND13909,EMP07484,4.1,Fail
INT07971,CAND12952,EMP06312,4.7,Pass
INT07972,CAND07199,EMP01664,2.1,Pass
INT07973,CAND05004,EMP00043,2.0,Fail
INT07974,CAND10678,EMP00745,1.7,Fail
INT07975,CAND00021,EMP00121,1.8,Pass
INT07976,CAND07935,EMP06604,4.1,Fail
INT07977,CAND00936,EMP05688,3.1,Fail
INT07978,CAND12473,EMP07904,1.0,Fail
INT07979,CAND10803,EMP01365,1.9,Pass
INT07980,CAND14344,EMP02302,3.2,Fail
INT07981,CAND02342,EMP09031,3.4,Pass
INT07982,CAND14123,EMP00478,1.7,Pass
INT07983,CAND14202,EMP04618,2.9,Fail
INT07984,CAND06940,EMP09761,3.4,Fail
INT07985,CAND02586,EMP03352,4.1,Pass
INT07986,CAND06822,EMP06145,4.4,Pass
INT07987,CAND08616,EMP05066,2.7,Fail
INT07988,CAND11223,EMP00890,4.6,Fail
INT07989,CAND02955,EMP08094,2.5,Pass
INT07990,CAND08778,EMP06587,1.9,Pass
INT07991,CAND10215,EMP00795,2.8,Fail
INT07992,CAND09828,EMP08844,3.5,Fail
INT07993,CAND03843,EMP09160,3.9,Fail
INT07994,CAND10610,EMP09958,1.5,Pass
INT07995,CAND13849,EMP02419,2.6,Pass
INT07996,CAND07191,EMP07781,4.6,Fail
INT07997,CAND13959,EMP04404,3.1,Pass
INT07998,CAND13831,EMP01777,1.1,Fail
INT07999,CAND07298,EMP04074,2.7,Fail
INT08000,CAND03975,EMP06288,3.0,Pass
INT08001,CAND06547,EMP05000,3.2,Pass
INT08002,CAND07075,EMP03921,1.7,Pass
INT08003,CAND13294,EMP02970,2.0,Fail
INT08004,CAND08496,EMP01585,4.3,Fail
INT08005,CAND10518,EMP08816,2.6,Pass
INT08006,CAND10031,EMP00859,3.7,Fail
INT08007,CAND10065,EMP05241,4.5,Fail
INT08008,CAND07273,EMP02877,4.8,Fail
INT08009,CAND05459,EMP08640,3.5,Pass
INT08010,CAND14350,EMP05933,1.7,Fail
INT08011,CAND14819,EMP09301,3.6,Fail
INT08012,CAND11317,EMP07357,1.7,Fail
INT08013,CAND02634,EMP01794,2.6,Pass
INT08014,CAND00270,EMP08893,3.0,Fail
INT08015,CAND06027,EMP09614,4.8,Fail
INT08016,CAND08401,EMP04291,4.0,Fail
INT08017,CAND01654,EMP04418,2.1,Pass
INT08018,CAND12819,EMP07115,4.3,Fail
INT08019,CAND02080,EMP09421,1.2,Pass
INT08020,CAND09108,EMP08829,1.5,Pass
INT08021,CAND11709,EMP06910,4.9,Pass
INT08022,CAND12586,EMP05044,3.7,Pass
INT08023,CAND12904,EMP06642,3.7,Pass
INT08024,CAND11088,EMP03100,3.5,Pass
INT08025,CAND10301,EMP00098,2.0,Fail
INT08026,CAND09670,EMP02401,3.8,Fail
INT08027,CAND00529,EMP04552,2.5,Fail
INT08028,CAND09866,EMP06744,1.0,Pass
INT08029,CAND14905,EMP00834,5.0,Pass
INT08030,CAND01360,EMP09182,1.4,Fail
INT08031,CAND11656,EMP08719,2.4,Fail
INT08032,CAND02205,EMP06552,4.4,Fail
INT08033,CAND00112,EMP00359,1.7,Pass
INT08034,CAND05360,EMP07201,2.9,Fail
INT08035,CAND05325,EMP08886,1.7,Fail
INT08036,CAND08642,EMP02310,3.6,Fail
INT08037,CAND12891,EMP08447,4.9,Pass
INT08038,CAND09987,EMP06892,3.7,Pass
INT08039,CAND09558,EMP01447,4.2,Pass
INT08040,CAND10149,EMP02272,3.3,Fail
INT08041,CAND10351,EMP00495,1.7,Pass
INT08042,CAND11599,EMP02882,1.7,Fail
INT08043,CAND14310,EMP05577,2.2,Fail
INT08044,CAND06671,EMP05425,1.7,Pass
INT08045,CAND14634,EMP02800,2.6,Pass
INT08046,CAND13108,EMP08988,1.0,Pass
INT08047,CAND06530,EMP09039,4.8,Pass
INT08048,CAND14970,EMP09040,3.5,Fail
INT08049,CAND05014,EMP01909,2.0,Fail
INT08050,CAND13314,EMP03784,4.8,Fail
INT08051,CAND10127,EMP09184,2.9,Pass
INT08052,CAND03909,EMP04032,3.1,Pass
INT08053,CAND05444,EMP00737,2.5,Fail
INT08054,CAND04953,EMP07347,3.6,Fail
INT08055,CAND14134,EMP02277,2.0,Fail
INT08056,CAND05356,EMP05946,4.4,Pass
INT08057,CAND10800,EMP02674,2.4,Fail
INT08058,CAND13591,EMP00032,1.5,Fail
INT08059,CAND04390,EMP03337,4.4,Pass
INT08060,CAND12501,EMP09222,4.9,Fail
INT08061,CAND10992,EMP09188,4.5,Fail
INT08062,CAND00123,EMP00729,2.6,Fail
INT08063,CAND06922,EMP02192,2.1,Pass
INT08064,CAND07435,EMP02732,4.7,Pass
INT08065,CAND09845,EMP05753,2.0,Fail
INT08066,CAND08121,EMP08847,4.1,Pass
INT08067,CAND07636,EMP02578,4.3,Fail
INT08068,CAND04792,EMP06994,1.4,Pass
INT08069,CAND01938,EMP01094,1.2,Fail
INT08070,CAND02775,EMP01341,2.7,Fail
INT08071,CAND12822,EMP02619,2.4,Fail
INT08072,CAND04610,EMP03681,2.3,Pass
INT08073,CAND09716,EMP03984,1.5,Pass
INT08074,CAND07554,EMP06599,1.1,Fail
INT08075,CAND07732,EMP00478,2.7,Pass
INT08076,CAND11602,EMP02642,4.3,Fail
INT08077,CAND03481,EMP03295,2.8,Fail
INT08078,CAND07877,EMP01426,3.5,Pass
INT08079,CAND02653,EMP00198,1.5,Fail
INT08080,CAND12575,EMP08896,4.1,Fail
INT08081,CAND09003,EMP04642,3.3,Pass
INT08082,CAND06057,EMP04651,1.5,Fail
INT08083,CAND08789,EMP02119,2.5,Fail
INT08084,CAND01774,EMP03965,2.1,Fail
INT08085,CAND10826,EMP06641,4.3,Pass
INT08086,CAND07190,EMP08922,2.6,Pass
INT08087,CAND04425,EMP04808,2.0,Pass
INT08088,CAND09921,EMP01207,4.9,Pass
INT08089,CAND01988,EMP05787,4.6,Pass
INT08090,CAND10428,EMP02003,4.7,Fail
INT08091,CAND01687,EMP06694,4.0,Pass
INT08092,CAND06229,EMP04345,2.2,Pass
INT08093,CAND11035,EMP02052,3.5,Fail
INT08094,CAND07244,EMP02475,1.2,Fail
INT08095,CAND05921,EMP06801,2.0,Pass
INT08096,CAND12934,EMP08673,3.8,Pass
INT08097,CAND09177,EMP09833,1.7,Fail
INT08098,CAND01228,EMP07697,2.3,Pass
INT08099,CAND14772,EMP06275,4.6,Fail
INT08100,CAND00588,EMP07855,3.4,Fail
INT08101,CAND05908,EMP01814,3.6,Pass
INT08102,CAND01033,EMP02953,2.0,Fail
INT08103,CAND01966,EMP01147,3.2,Fail
INT08104,CAND07175,EMP01025,1.8,Fail
INT08105,CAND14943,EMP01911,2.5,Fail
INT08106,CAND12899,EMP05453,1.7,Pass
INT08107,CAND09302,EMP09498,2.7,Fail
INT08108,CAND14839,EMP05001,1.3,Fail
INT08109,CAND00622,EMP07575,3.7,Pass
INT08110,CAND02387,EMP02129,4.6,Pass
INT08111,CAND11593,EMP08712,4.1,Fail
INT08112,CAND06038,EMP07677,1.7,Pass
INT08113,CAND00239,EMP00044,1.9,Pass
INT08114,CAND07006,EMP06737,1.9,Pass
INT08115,CAND12874,EMP06457,1.2,Pass
INT08116,CAND13970,EMP06410,4.3,Pass
INT08117,CAND14393,EMP00843,2.9,Fail
INT08118,CAND01118,EMP06437,3.6,Fail
INT08119,CAND14080,EMP09031,1.7,Fail
INT08120,CAND04068,EMP00438,2.2,Fail
INT08121,CAND02734,EMP04193,4.3,Fail
INT08122,CAND04781,EMP03098,2.8,Fail
INT08123,CAND03136,EMP04194,4.4,Fail
INT08124,CAND03757,EMP09933,2.4,Pass
INT08125,CAND10402,EMP07926,4.8,Fail
INT08126,CAND07204,EMP08659,5.0,Pass
INT08127,CAND13992,EMP04569,3.6,Fail
INT08128,CAND04127,EMP09956,4.4,Pass
INT08129,CAND05794,EMP09673,1.6,Pass
INT08130,CAND04142,EMP09219,3.7,Pass
INT08131,CAND13603,EMP02035,1.1,Fail
INT08132,CAND00182,EMP03672,2.3,Pass
INT08133,CAND11455,EMP05689,4.7,Pass
INT08134,CAND02535,EMP09501,3.4,Pass
INT08135,CAND03499,EMP03157,1.8,Pass
INT08136,CAND08209,EMP07992,4.9,Fail
INT08137,CAND14351,EMP05416,2.8,Pass
INT08138,CAND08867,EMP07256,1.9,Pass
INT08139,CAND07867,EMP05440,3.3,Fail
INT08140,CAND09867,EMP04392,3.7,Fail
INT08141,CAND08025,EMP06384,1.8,Fail
INT08142,CAND13224,EMP01527,1.1,Pass
INT08143,CAND14171,EMP03438,1.8,Pass
INT08144,CAND06638,EMP02811,1.3,Fail
INT08145,CAND00087,EMP01413,3.3,Pass
INT08146,CAND07279,EMP04833,3.0,Fail
INT08147,CAND05188,EMP06590,4.0,Fail
INT08148,CAND03415,EMP00804,4.3,Pass
INT08149,CAND01448,EMP02234,4.8,Pass
INT08150,CAND10634,EMP01794,4.6,Fail
INT08151,CAND04618,EMP06556,1.1,Pass
INT08152,CAND11461,EMP06267,4.4,Fail
INT08153,CAND08652,EMP04325,3.1,Fail
INT08154,CAND03238,EMP01504,2.0,Pass
INT08155,CAND05251,EMP04284,4.8,Pass
INT08156,CAND06898,EMP02644,4.1,Fail
INT08157,CAND12082,EMP07330,3.2,Fail
INT08158,CAND12208,EMP09636,5.0,Fail
INT08159,CAND07966,EMP09693,4.8,Pass
INT08160,CAND07050,EMP01608,3.5,Fail
INT08161,CAND00292,EMP03072,3.5,Pass
INT08162,CAND14376,EMP01314,4.5,Fail
